61,1
117,7
25,99
9,53
60,2
120,4
7,117
4,58
97,27
28,34
2,60
0,124
39,23
102,146
1,123
3,59
57,5
57,5
80,44
22,40
121,3
118,6
23,39
64,184
51,73
26,98
6,56
1,123
24,38
12,50
1,123
3,59
