51,7,2,0
62,45,7,6
37,63,16,4
17,33,5,5
47,8,3,2
66,47,4,3
22,83,12,3
11,38,5,6
71,34,7,8
21,33,3,3
8,46,3,3
12,80,7,21
31,24,2,3
82,125,11,22
23,82,6,9
7,40,3,10
13,2,36,9
4,3,43,10
7,8,65,40
3,4,25,28
15,9,76,20
13,9,80,18
1,6,30,23
10,14,84,132
23,3,39,55
1,13,43,63
3,2,13,42
0,12,15,93
7,3,16,34
3,7,12,38
3,7,19,91
3,3,5,49
