30	58	2	2	30	60	0	0	60	30	0	0	30	118	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	1	58	28	0	0	60	30	0	0	30	60	0	2	59	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	60	30	60	60	30	115	3	3	0	1	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	57	56	30	59	28	30	60	30
30	58	2	2	30	60	0	0	60	30	0	0	30	118	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	1	58	28	0	0	60	30	0	0	30	60	0	2	59	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	60	30	60	60	30	115	3	3	0	1	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	57	56	30	59	28	30	60	30
54	104	16	9	57	107	12	4	104	45	1	5	49	207	12	3	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
5	14	101	50	2	13	108	54	15	14	59	114	10	32	107	57	1	2	1	1	2	1	1	1	0	0	0	0	0	0	0	0
1	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	56	57	111	57	113	117	55	202	13	14	3	6	7	4	3	0
0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	3	1	8	2	4	2	4	37	106	105	57	114	53	56	117	60
54	104	16	9	57	107	12	4	104	45	1	5	49	207	12	3	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
5	14	101	50	2	13	108	54	15	14	59	114	10	32	107	57	1	2	1	1	2	1	1	1	0	0	0	0	0	0	0	0
1	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	56	57	111	57	113	117	55	202	13	14	3	6	7	4	3	0
0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	3	1	8	2	4	2	4	37	106	105	57	114	53	56	117	60

